contract_id,file_name,file_type,page,sentence_id,sentence
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,1,Sample Contrac Contract No.___________
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,2,"PROFESSIONAL SERVICES AGREEMENT THIS AGREEMENT made and entered into this _______day of , 20 by and between the SANTA CRUZ COUNTY REGIONAL TRANSPORTATION COMMISSION, hereinafter called COMMISSION, and ________ ____, hereinafter called CONSULTANT for __________________ (services/project name)."
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,3,1. DUTIES.
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,4,A.
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,5,"CONSULTANT agrees to exercise special skill to accomplish the following results in a manner reasonably satisfactory to COMMISSION: ______________________________, as specified in Exhibit A: Scope of Services, which by this reference is incorporated herein."
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,6,B.
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,7,"CONSULTANT shall provide the personnel listed below to perform the above-specified services, which persons are hereby designated as key personnel under this"
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,8,Agreement.
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,9,Name Firm Function Principal in Charge Project Manager
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,10,C.
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,11,"No person named in paragraph B of this Section, or his or her successor, shall be removed or replaced by CONSULTANT, nor shall his or her agreed-upon function hereunder be changed, without the prior written consent of"
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,12,COMMISSION.
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,13,Such consent shall not be unreasonably withheld.
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,14,D.
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,15,CONSULTANT’S PROGRESS REPORTS AND/OR MEETINGS
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,16,1) The CONSULTANT shall submit written progress reports with each
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,17,invoice.
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,18,"The report should be sufficiently detailed for the Contract Manager to determine if the CONSULTANT is performing to expectations or is on schedule; to provide communication of interim findings; and to sufficiently address any difficulties or special problems encountered, so remedies can be"
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,19,developed.
36,5c7eff2f-e84f-4025-8145-9098a097a7cc.pdf,pdf,1,20,"2) The CONSULTANT’s Project Manager shall meet with the COMMISSION’s Contract Manager, as needed, to discuss progress on the contract."
